packet_id,time,rpm,torque,power,peak_peak_pfs
1733980546,82.88,248.80,2159.47,3.45,0.00
1733980546,118.87,126.40,1573.57,-1.52,0.00
1733980546,95.97,88.80,892.46,-6.69,0.00
1733980546,59.16,153.60,951.69,-12.18,0.00
1733980546,105.36,353.60,3901.64,-15.94,0.00
1733980546,50.52,494.40,2615.81,-30.63,0.00
1733980546,78.62,416.80,3431.86,-29.08,0.00
1733980546,44.72,482.40,2258.99,-33.11,0.00
1733980546,58.75,381.60,2347.90,-25.79,0.00
1733980546,32.49,155.20,528.00,-39.68,0.00
1733980546,18.13,117.60,223.31,-51.91,0.00
1733980546,36.57,151.20,579.14,-64.04,0.00
1733980546,13.60,444.80,633.51,-33.71,0.00
1733980546,17.23,230.40,415.77,-27.48,0.00
1733980546,17.83,216.00,403.35,-72.14,0.00
1733980546,12.69,438.40,582.82,-41.67,0.00
1733980546,1.24,529.60,68.71,-64.98,0.00
1733980546,-2.33,471.20,-114.96,-67.81,0.00
1733980546,-19.70,312.80,-645.30,-47.27,0.00
1733980546,-20.93,88.00,-192.85,-42.34,0.00
1733980546,-38.48,531.20,-2140.66,-40.01,0.00
1733980546,-43.92,207.20,-953.10,-28.45,0.00
1733980546,-24.48,491.20,-1259.33,-32.72,0.00
1733980546,-68.13,511.20,-3647.52,-22.64,0.00
1733980546,-79.79,432.80,-3616.29,-36.43,0.00
1733980546,-49.90,212.00,-1107.86,-33.32,0.00
1733980546,-28.15,228.00,-672.05,-35.90,0.00
1733980546,-109.96,350.40,-4035.13,-25.20,0.00
1733980546,-64.59,257.60,-1742.57,-17.34,0.00
1733980546,-88.97,96.80,-901.89,-16.60,0.00
1733980546,-60.82,358.40,-2282.71,-14.19,0.00
1733980546,-30.86,251.20,-811.79,-3.05,0.00
1733980546,-88.00,384.80,-3546.21,0.21,0.00
1733980546,-53.71,288.00,-1619.81,3.96,0.00
1733980546,-58.75,316.80,-1949.17,5.89,0.00
1733980546,-35.30,546.40,-2019.86,13.79,0.00
1733980546,-60.68,150.40,-955.68,12.20,0.00
1733980546,-91.92,226.40,-2179.46,34.31,0.00
1733980546,-27.98,498.40,-1460.22,25.57,0.00
1733980546,-80.77,309.60,-2618.81,42.74,0.00
1733980546,-27.74,296.80,-862.26,46.11,0.00
1733980546,-24.11,217.60,-549.36,23.58,0.00
1733980546,-25.76,226.40,-610.66,51.48,0.00
1733980546,-53.96,207.20,-1170.83,66.10,0.00
1733980546,-12.54,113.60,-149.16,65.35,0.00
1733980546,-23.95,80.80,-202.69,52.10,0.00
1733980546,-18.55,269.60,-523.67,41.42,0.00
1733980546,-4.64,169.60,-82.46,26.94,0.00
1733980546,2.25,454.40,107.20,49.97,0.00
1733980546,4.93,396.80,204.85,38.65,0.00
1733980546,18.75,485.60,953.64,59.34,0.00
1733980546,39.30,492.80,2028.06,33.07,0.00
1733980546,52.94,347.20,1924.97,63.52,0.00
1733980546,32.55,461.60,1573.71,25.83,0.00
1733980546,37.30,305.60,1193.77,59.64,0.00
1733980546,74.32,515.20,4010.01,18.57,0.00
1733980546,31.10,542.40,1766.33,41.68,0.00
1733980546,49.03,255.20,1310.39,44.02,0.00
1733980546,54.13,486.40,2757.15,23.03,0.00
1733980546,36.24,453.60,1721.44,17.36,0.00
1733980546,99.09,174.40,1809.75,15.88,0.00
1733980546,90.40,208.80,1976.67,15.51,0.00
1733980546,52.50,247.20,1359.18,7.25,0.00
1733980546,48.97,114.40,586.64,1.11,0.00
1733980546,55.89,103.20,604.03,-4.02,0.00
1733980546,103.61,168.00,1822.92,-9.73,0.00
1733980546,53.11,379.20,2109.14,-10.13,0.00
1733980546,87.88,244.00,2245.60,-21.30,0.00
1733980546,40.27,472.00,1990.34,-30.36,0.00
1733980546,54.97,240.00,1381.71,-19.74,0.00
1733980546,64.64,341.60,2312.32,-34.46,0.00
1733980546,75.90,232.00,1844.15,-46.30,0.00
1733980546,31.86,331.20,1105.21,-19.75,0.00
1733980546,72.54,388.00,2947.63,-58.28,0.00
1733980546,39.88,530.40,2215.44,-43.69,0.00
1733980546,48.80,312.00,1594.47,-56.91,0.00
1733980546,33.04,213.60,739.08,-34.31,0.00
1733980546,15.07,424.80,670.52,-42.07,0.00
1733980546,11.64,356.80,434.84,-32.81,0.00
1733980546,0.82,385.60,33.12,-36.00,0.00
1733980546,-5.97,148.80,-93.09,-62.73,0.00
1733980546,-8.78,250.40,-230.23,-53.01,0.00
1733980546,-11.52,425.60,-513.29,-67.04,0.00
1733980546,-16.43,263.20,-452.85,-50.83,0.00
1733980546,-42.52,426.40,-1898.63,-61.70,0.00
1733980546,-36.27,181.60,-689.85,-49.79,0.00
1733980546,-35.10,244.80,-899.74,-20.79,0.00
1733980546,-46.98,400.80,-1971.84,-40.74,0.00
1733980546,-67.72,543.20,-3852.18,-35.16,0.00
1733980546,-81.20,483.20,-4109.12,-20.79,0.00
1733980546,-95.86,511.20,-5131.77,-34.09,0.00
1733980546,-43.67,326.40,-1492.70,-14.05,0.00
1733980546,-123.06,536.00,-6907.63,-19.81,0.00
1733980546,-121.04,547.20,-6936.27,-9.25,0.00
1733980546,-54.83,195.20,-1120.84,-2.91,0.00
1733980546,-49.99,264.80,-1386.25,1.36,0.00
1733980546,-34.74,364.80,-1327.32,8.71,0.00
1733980546,-84.88,116.00,-1031.13,16.02,0.00
1733980546,-115.76,161.60,-1959.06,17.05,0.00
1733980546,-94.00,496.80,-4890.37,23.72,0.00
1733980546,-103.20,240.00,-2593.76,23.90,0.00
1733980546,-97.58,215.20,-2199.12,33.76,0.00
1733980546,-26.28,293.60,-808.18,18.49,0.00
1733980546,-56.55,329.60,-1951.93,45.38,0.00
1733980546,-67.74,349.60,-2480.14,46.19,0.00
1733980546,-38.65,407.20,-1648.23,34.11,0.00
1733980546,-50.41,171.20,-903.79,43.23,0.00
1733980546,-21.58,338.40,-764.64,40.40,0.00
1733980546,-15.81,293.60,-486.00,45.54,0.00
1733980546,-6.41,313.60,-210.42,68.23,0.00
1733980546,-6.29,224.80,-148.10,70.91,0.00
1733980546,5.14,377.60,203.38,41.95,0.00
1733980546,5.55,461.60,268.07,58.33,0.00
1733980546,22.31,145.60,340.11,70.72,0.00
1733980546,27.47,291.20,837.58,56.35,0.00
1733980546,28.30,368.80,1092.97,62.12,0.00
1733980546,42.89,197.60,887.58,29.83,0.00
1733980546,33.91,505.60,1795.52,47.75,0.00
1733980546,50.47,372.80,1970.24,19.75,0.00
1733980546,74.41,345.60,2692.97,45.52,0.00
1733980546,36.62,263.20,1009.25,30.81,0.00
1733980546,78.96,442.40,3658.05,12.43,0.00
1733980546,52.95,368.00,2040.67,22.04,0.00
1733980546,41.76,297.60,1301.55,12.28,0.00
1733980546,40.98,219.20,940.83,11.58,0.00
1733980546,128.07,529.60,7102.90,7.68,0.00
1733980546,124.97,171.20,2240.66,1.28,0.00
1733980546,86.72,192.00,1743.78,-3.66,0.00
1733980546,70.84,429.60,3187.15,-11.44,0.00
1733980546,73.05,484.80,3708.68,-12.70,0.00
1733980546,66.87,96.80,677.92,-10.01,0.00
1733980546,44.36,187.20,869.62,-13.84,0.00
1733980546,43.51,411.20,1873.50,-23.00,0.00
1733980546,65.33,502.40,3437.52,-42.11,0.00
1733980546,69.69,313.60,2288.87,-30.23,0.00
1733980546,81.59,114.40,977.50,-42.38,0.00
1733980546,66.88,232.00,1624.88,-58.12,0.00
1733980546,27.36,277.60,795.26,-52.91,0.00
1733980546,30.88,112.80,364.80,-45.30,0.00
1733980546,20.38,431.20,920.34,-52.69,0.00
1733980546,17.48,224.80,411.49,-27.49,0.00
1733980546,8.65,203.20,184.01,-61.74,0.00
1733980546,-0.90,182.40,-17.25,-28.00,0.00
1733980546,-7.60,545.60,-434.51,-57.66,0.00
1733980546,-23.64,481.60,-1192.11,-48.91,0.00
1733980546,-9.73,400.80,-408.27,-42.87,0.00
1733980546,-44.92,194.40,-914.58,-32.12,0.00
1733980546,-29.23,376.80,-1153.45,-29.69,0.00
1733980546,-54.33,498.40,-2835.91,-22.15,0.00
1733980546,-46.87,172.80,-848.17,-50.10,0.00
1733980546,-73.80,542.40,-4191.86,-34.52,0.00
1733980546,-45.75,236.00,-1130.73,-34.42,0.00
1733980546,-39.77,294.40,-1226.23,-18.12,0.00
1733980546,-45.65,128.00,-611.99,-29.86,0.00
1733980546,-31.80,435.20,-1449.20,-25.14,0.00
1733980546,-59.89,196.80,-1234.23,-19.16,0.00
1733980546,-31.58,144.80,-478.91,-10.80,0.00
1733980546,-44.91,88.80,-417.68,-2.41,0.00
1733980546,-55.96,423.20,-2480.11,2.43,0.00
1733980546,-107.96,536.80,-6069.30,4.13,0.00
1733980546,-50.53,156.00,-825.57,14.15,0.00
1733980546,-121.70,258.40,-3293.29,18.57,0.00
1733980546,-54.33,554.40,-3154.65,11.03,0.00
1733980546,-103.04,331.20,-3574.11,18.45,0.00
1733980546,-91.57,376.00,-3605.77,19.06,0.00
1733980546,-81.38,161.60,-1377.17,20.19,0.00
1733980546,-74.92,285.60,-2240.76,46.09,0.00
1733980546,-61.50,137.60,-886.24,20.16,0.00
1733980546,-60.95,478.40,-3053.51,46.52,0.00
1733980546,-24.74,183.20,-474.70,24.51,0.00
1733980546,-21.56,83.20,-187.84,69.00,0.00
1733980546,-23.99,322.40,-809.89,46.71,0.00
1733980546,-4.90,148.80,-76.31,40.64,0.00
1733980546,-1.24,540.80,-70.45,56.97,0.00
1733980546,3.43,409.60,147.03,27.94,0.00
1733980546,17.98,355.20,668.82,29.58,0.00
1733980546,16.64,500.80,872.58,35.69,0.00
1733980546,18.67,480.80,940.12,56.93,0.00
1733980546,23.87,194.40,486.03,55.35,0.00
1733980546,18.27,260.00,497.44,34.58,0.00
1733980546,53.84,288.80,1628.33,36.92,0.00
1733980546,60.39,149.60,946.16,36.71,0.00
1733980546,83.88,395.20,3471.63,25.23,0.00
1733980546,65.04,363.20,2474.00,36.89,0.00
1733980546,53.43,300.00,1678.60,13.99,0.00
1733980546,104.84,362.40,3979.05,9.82,0.00
1733980546,66.80,271.20,1897.22,15.54,0.00
1733980546,33.30,288.80,1007.09,11.12,0.00
1733980546,70.62,227.20,1680.30,5.17,0.00
1733980546,58.00,231.20,1404.31,0.09,0.00
1733980546,125.41,276.80,3635.50,-3.56,0.00
1733980546,97.10,524.00,5328.22,-5.08,0.00
1733980546,121.46,108.00,1373.75,-20.74,0.00
1733980546,37.82,547.20,2167.28,-10.43,0.00
1733980546,72.98,172.80,1320.68,-25.24,0.00
1733980546,30.61,240.00,769.38,-32.58,0.00
1733980546,29.92,153.60,481.25,-30.15,0.00
1733980546,47.55,317.60,1581.49,-42.18,0.00
1733980546,31.22,392.00,1281.61,-35.15,0.00
1733980546,41.29,494.40,2137.78,-28.54,0.00
1733980546,57.55,132.80,800.38,-28.47,0.00
1733980546,32.91,188.00,647.92,-34.44,0.00
1733980546,11.38,505.60,602.46,-24.07,0.00
1733980546,6.94,476.00,345.86,-60.08,0.00
1733980546,6.83,278.40,199.20,-26.93,0.00
1733980546,-1.85,325.60,-63.01,-29.99,0.00
1733980546,-13.29,413.60,-575.46,-73.42,0.00
1733980546,-6.71,85.60,-60.18,-71.15,0.00
1733980546,-37.11,422.40,-1641.73,-59.69,0.00
1733980546,-35.92,379.20,-1426.63,-30.06,0.00
1733980546,-49.18,136.00,-700.39,-43.25,0.00
1733980546,-63.25,466.40,-3089.32,-28.37,0.00
1733980546,-47.78,396.00,-1981.56,-52.36,0.00
1733980546,-52.92,125.60,-696.08,-45.43,0.00
1733980546,-87.09,136.80,-1247.73,-39.69,0.00
1733980546,-96.62,171.20,-1732.33,-12.96,0.00
1733980546,-63.18,113.60,-751.62,-18.08,0.00
1733980546,-112.92,353.60,-4181.66,-16.92,0.00
1733980546,-114.47,423.20,-5073.39,-7.28,0.00
1733980546,-58.38,468.80,-2866.16,-7.81,0.00
1733980546,-116.88,244.80,-2996.44,-1.17,0.00
1733980546,-41.94,147.20,-646.48,3.24,0.00
1733980546,-54.34,421.60,-2399.30,8.64,0.00
1733980546,-50.32,416.80,-2196.45,16.39,0.00
1733980546,-41.26,121.60,-525.41,12.86,0.00
1733980546,-33.24,390.40,-1358.92,22.41,0.00
1733980546,-32.30,422.40,-1428.77,22.65,0.00
1733980546,-84.86,94.40,-838.98,21.32,0.00
1733980546,-61.18,207.20,-1327.60,45.22,0.00
1733980546,-58.41,112.00,-685.13,39.23,0.00
1733980546,-69.33,421.60,-3060.88,49.79,0.00
1733980546,-60.19,313.60,-1976.67,39.14,0.00
1733980546,-23.43,93.60,-229.71,67.69,0.00
1733980546,-13.05,552.80,-755.45,45.62,0.00
1733980546,-17.57,84.00,-154.55,48.84,0.00
1733980546,-10.87,212.00,-241.39,37.74,0.00
1733980546,-1.91,138.40,-27.70,68.99,0.00
1733980546,3.36,280.00,98.50,38.86,0.00
1733980546,18.85,445.60,879.77,49.16,0.00
1733980546,26.35,412.80,1138.92,38.40,0.00
1733980546,46.46,367.20,1786.73,63.05,0.00
1733980546,27.92,82.40,240.96,53.11,0.00
1733980546,53.08,156.00,867.24,54.25,0.00
1733980546,40.25,198.40,836.33,19.12,0.00
1733980546,26.29,211.20,581.55,26.63,0.00
1733980546,83.28,485.60,4234.96,37.09,0.00
1733980546,40.66,93.60,398.54,32.74,0.00
1733980546,101.88,353.60,3772.57,10.18,0.00
1733980546,82.49,85.60,739.47,12.73,0.00
1733980546,99.24,240.80,2502.73,10.40,0.00
1733980546,95.64,306.40,3068.85,5.11,0.00
1733980546,82.99,548.00,4762.90,-0.57,0.00
1733980546,86.44,431.20,3903.52,-4.30,0.00
1733980546,33.23,94.40,328.51,-8.04,0.00
1733980546,37.10,540.00,2098.17,-16.95,0.00
1733980546,98.91,157.60,1632.44,-24.90,0.00
1733980546,44.43,250.40,1165.05,-15.22,0.00
1733980546,39.25,154.40,634.70,-42.59,0.00
1733980546,37.81,279.20,1105.57,-20.28,0.00
1733980546,49.47,458.40,2374.99,-24.70,0.00
1733980546,33.00,271.20,937.32,-53.03,0.00
1733980546,47.62,234.40,1168.89,-45.82,0.00
1733980546,25.62,161.60,433.58,-41.27,0.00
1733980546,25.90,527.20,1429.77,-59.95,0.00
1733980546,22.67,374.40,888.74,-39.65,0.00
1733980546,18.98,116.80,232.17,-37.53,0.00
1733980546,6.21,95.20,61.90,-50.92,0.00
1733980546,-2.76,509.60,-147.32,-44.96,0.00
1733980546,-16.47,87.20,-150.42,-45.53,0.00
1733980546,-17.77,403.20,-750.27,-68.92,0.00
1733980546,-11.08,304.00,-352.82,-59.34,0.00
1733980546,-54.38,272.00,-1549.01,-52.41,0.00
1733980546,-54.72,256.80,-1471.71,-51.39,0.00
1733980546,-46.14,333.60,-1611.86,-56.84,0.00
1733980546,-45.30,422.40,-2003.88,-28.73,0.00
1733980546,-26.12,176.00,-481.44,-25.29,0.00
1733980546,-39.64,280.00,-1162.42,-33.50,0.00
1733980546,-64.77,269.60,-1828.83,-23.69,0.00
1733980546,-42.75,418.40,-1873.37,-24.09,0.00
1733980546,-114.54,533.60,-6400.48,-19.99,0.00
1733980546,-65.26,97.60,-667.05,-9.51,0.00
1733980546,-104.14,495.20,-5400.53,-4.48,0.00
1733980546,-39.98,556.80,-2331.50,-1.64,0.00
1733980546,-125.68,434.40,-5717.35,1.79,0.00
1733980546,-72.91,425.60,-3249.77,9.40,0.00
1733980546,-37.57,510.40,-2008.15,7.25,0.00
1733980546,-50.31,285.60,-1504.83,10.17,0.00
1733980546,-78.39,203.20,-1668.17,29.54,0.00
1733980546,-50.46,537.60,-2840.88,21.10,0.00
1733980546,-73.58,130.40,-1004.83,36.09,0.00
1733980546,-59.49,121.60,-757.57,21.62,0.00
1733980546,-65.00,224.00,-1524.74,38.27,0.00
1733980546,-35.53,392.00,-1458.43,39.64,0.00
1733980546,-22.02,510.40,-1176.89,36.88,0.00
1733980546,-38.08,546.40,-2179.17,68.18,0.00
1733980546,-22.98,115.20,-277.29,61.16,0.00
1733980546,-6.13,214.40,-137.68,69.60,0.00
1733980546,-3.36,180.80,-63.70,27.86,0.00
1733980546,0.11,247.20,2.90,50.00,0.00
1733980546,9.06,138.40,131.38,64.67,0.00
1733980546,25.14,260.80,686.69,67.61,0.00
1733980546,24.89,359.20,936.48,46.80,0.00
1733980546,42.54,145.60,648.58,38.67,0.00
1733980546,39.86,360.00,1502.65,26.31,0.00
1733980546,29.40,494.40,1522.19,51.96,0.00
1733980546,34.18,213.60,764.57,45.09,0.00
1733980546,66.77,176.00,1230.71,18.79,0.00
1733980546,32.14,300.80,1012.42,34.77,0.00
1733980546,37.05,297.60,1154.58,35.07,0.00
1733980546,63.30,308.00,2041.90,18.11,0.00
1733980546,105.36,304.80,3363.01,24.58,0.00
1733980546,104.09,108.00,1177.29,18.13,0.00
1733980546,33.51,132.80,466.05,8.79,0.00
1733980546,50.88,376.80,2007.57,3.70,0.00
1733980546,106.95,234.40,2625.40,-2.14,0.00
1733980546,96.18,333.60,3360.19,-5.19,0.00
1733980546,31.16,425.60,1388.68,-14.14,0.00
1733980546,81.36,434.40,3701.15,-12.32,0.00
1733980546,60.90,88.00,561.23,-25.43,0.00
1733980546,94.04,520.80,5129.07,-24.27,0.00
1733980546,100.19,428.00,4490.70,-18.27,0.00
1733980546,52.16,132.00,721.02,-44.02,0.00
1733980546,43.86,455.20,2090.97,-25.09,0.00
1733980546,56.19,552.80,3252.93,-44.89,0.00
1733980546,62.80,176.00,1157.48,-43.72,0.00
1733980546,51.62,271.20,1465.96,-63.31,0.00
1733980546,12.70,112.80,150.00,-49.01,0.00
1733980546,18.12,200.00,379.47,-46.62,0.00
1733980546,5.75,351.20,211.48,-57.43,0.00
1733980546,3.21,255.20,85.92,-60.95,0.00
1733980546,-6.04,532.00,-336.77,-45.92,0.00
1733980546,-9.20,404.00,-389.25,-60.23,0.00
1733980546,-25.90,233.60,-633.52,-31.90,0.00
1733980546,-39.03,285.60,-1167.35,-24.34,0.00
1733980546,-19.51,160.80,-328.48,-41.23,0.00
1733980546,-64.73,473.60,-3210.56,-29.67,0.00
1733980546,-72.28,282.40,-2137.70,-22.92,0.00
1733980546,-66.78,360.80,-2523.11,-21.03,0.00
1733980546,-90.89,449.60,-4279.31,-44.40,0.00
1733980546,-85.97,371.20,-3342.10,-22.39,0.00
1733980546,-36.62,268.80,-1030.98,-27.90,0.00
1733980546,-59.57,253.60,-1582.18,-24.80,0.00
1733980546,-51.40,352.00,-1894.82,-17.47,0.00
1733980546,-109.50,138.40,-1587.15,-13.44,0.00
1733980546,-112.30,389.60,-4581.88,-7.23,0.00
1733980546,-85.99,384.00,-3458.22,-0.69,0.00
1733980546,-45.82,176.00,-844.54,5.57,0.00
1733980546,-51.08,309.60,-1656.13,11.99,0.00
1733980546,-103.54,264.00,-2862.52,7.97,0.00
1733980546,-48.12,244.00,-1229.73,15.91,0.00
1733980546,-104.20,295.20,-3221.28,14.55,0.00
1733980546,-41.59,285.60,-1243.90,27.76,0.00
1733980546,-30.89,464.80,-1503.51,25.42,0.00
1733980546,-86.00,332.00,-2990.08,46.81,0.00
1733980546,-71.26,360.00,-2686.40,41.13,0.00
1733980546,-29.15,164.80,-503.04,29.23,0.00
1733980546,-17.62,219.20,-404.60,48.73,0.00
1733980546,-47.75,359.20,-1796.25,41.75,0.00
1733980546,-19.22,421.60,-848.64,24.01,0.00
1733980546,-22.66,480.80,-1141.03,31.47,0.00
1733980546,-7.56,232.00,-183.75,53.82,0.00
1733980546,1.77,408.00,75.64,60.99,0.00
1733980546,9.04,457.60,433.32,43.70,0.00
1733980546,20.52,451.20,969.55,57.61,0.00
1733980546,26.87,197.60,555.94,57.95,0.00
1733980546,47.06,258.40,1273.40,63.07,0.00
1733980546,39.10,546.40,2237.14,39.10,0.00
1733980546,63.13,305.60,2020.38,35.87,0.00
1733980546,20.39,378.40,807.91,54.24,0.00
1733980546,22.62,374.40,886.79,49.92,0.00
1733980546,32.56,386.40,1317.67,38.28,0.00
1733980546,102.11,122.40,1308.86,13.66,0.00
1733980546,97.10,122.40,1244.70,21.01,0.00
1733980546,72.25,94.40,714.26,22.48,0.00
1733980546,109.40,180.80,2071.42,16.03,0.00
1733980546,97.84,409.60,4196.98,5.64,0.00
1733980546,42.94,208.80,938.94,3.87,0.00
1733980546,112.88,154.40,1825.15,-2.58,0.00
1733980546,32.64,276.80,946.30,-4.39,0.00
1733980546,31.03,198.40,644.72,-11.98,0.00
1733980546,75.23,248.80,1960.28,-10.88,0.00
1733980546,64.03,362.40,2429.98,-15.99,0.00
1733980546,105.91,264.80,2937.10,-21.84,0.00
1733980546,77.40,424.00,3436.89,-36.16,0.00
1733980546,28.62,330.40,990.22,-25.82,0.00
1733980546,85.44,347.20,3106.55,-39.71,0.00
1733980546,54.33,277.60,1579.47,-51.94,0.00
1733980546,20.51,145.60,312.74,-51.09,0.00
1733980546,50.59,429.60,2276.09,-51.04,0.00
1733980546,9.87,511.20,528.18,-53.09,0.00
1733980546,12.21,113.60,145.28,-67.28,0.00
1733980546,14.09,348.00,513.40,-71.45,0.00
1733980546,3.01,103.20,32.53,-54.98,0.00
1733980546,-7.30,518.40,-396.29,-34.90,0.00
1733980546,-5.43,526.40,-299.41,-49.23,0.00
1733980546,-26.44,327.20,-906.12,-32.71,0.00
1733980546,-27.55,99.20,-286.19,-30.69,0.00
1733980546,-30.25,310.40,-983.31,-59.55,0.00
1733980546,-27.78,506.40,-1473.42,-47.80,0.00
1733980546,-21.28,507.20,-1130.11,-35.88,0.00
1733980546,-81.96,127.20,-1091.79,-28.55,0.00
1733980546,-48.40,434.40,-2201.85,-16.00,0.00
1733980546,-91.12,313.60,-2992.41,-31.37,0.00
1733980546,-80.97,286.40,-2428.58,-26.11,0.00
1733980546,-96.00,168.80,-1697.13,-24.99,0.00
1733980546,-123.44,542.40,-7011.71,-7.55,0.00
1733980546,-39.24,98.40,-404.41,-9.67,0.00
1733980546,-49.78,489.60,-2552.19,-3.78,0.00
1733980546,-42.00,548.00,-2410.32,0.39,0.00
1733980546,-123.31,471.20,-6085.07,6.10,0.00
1733980546,-95.94,262.40,-2636.47,14.27,0.00
1733980546,-61.99,288.80,-1874.98,19.54,0.00
1733980546,-62.49,154.40,-1010.45,23.26,0.00
1733980546,-86.63,325.60,-2953.86,32.43,0.00
1733980546,-64.96,384.80,-2617.92,17.64,0.00
1733980546,-92.13,185.60,-1790.74,39.54,0.00
1733980546,-49.89,193.60,-1011.46,26.68,0.00
1733980546,-61.74,491.20,-3176.17,38.54,0.00
1733980546,-61.62,100.80,-650.48,28.71,0.00
1733980546,-52.07,218.40,-1190.88,22.34,0.00
1733980546,-35.74,512.80,-1919.35,51.37,0.00
1733980546,-24.93,140.80,-367.54,65.62,0.00
1733980546,-6.09,331.20,-211.40,62.14,0.00
1733980546,-4.71,428.80,-211.57,69.85,0.00
1733980546,2.21,109.60,25.35,52.97,0.00
1733980546,9.66,103.20,104.36,34.68,0.00
1733980546,25.79,258.40,698.00,28.21,0.00
1733980546,23.97,116.00,291.15,40.62,0.00
1733980546,41.68,104.80,457.41,62.59,0.00
1733980546,29.55,253.60,784.71,37.86,0.00
1733980546,65.21,511.20,3490.88,28.19,0.00
1733980546,60.32,444.80,2809.84,47.50,0.00
1733980546,61.50,211.20,1360.27,18.80,0.00
1733980546,58.71,324.80,1997.17,38.03,0.00
1733980546,101.43,313.60,3331.30,27.59,0.00
1733980546,87.01,268.00,2441.99,13.94,0.00
1733980546,54.75,252.80,1449.52,18.48,0.00
1733980546,60.28,88.80,560.56,12.17,0.00
1733980546,31.70,384.00,1274.93,4.76,0.00
